1	0.98832166	0.5685671	0.048040785	-0.09190287	-0.32915825	0.003798581	0.14113171	0.35730264	0.69510525	-0.7222454	-0.38859615	0.048122726	1.323357	0.47276998	0.34285846	-0.20130214	0.08191119	-0.13037044	-0.24038275	-0.7965824	0.20775013	0.5873985	0.40880406	-0.5009135	-0.5033586	-0.064273804	0.09890622	0.034543566	0.28015244	-0.30790424	1.09861228866811
1	0.5068216	0.85349274	0.24443565	-0.01420629	-0.38354114	0.09219221	0.21515597	-0.38562688	-1.0240731	-0.61762124	0.6879584	-0.016813802	-0.20992768	0.59535974	0.09229917	-0.6718408	-0.104660526	-0.07295971	0.49837393	-0.7264706	0.43915012	0.27041414	0.36413333	0.09717787	-0.24385615	0.45158827	0.5637923	-0.22124605	0.2744895	-0.5115693	0.693147180559945
2	0.7883372	-0.16881488	0.120804764	0.07111664	0.6458502	-0.5597103	-0.43869814	-0.1363779	-0.3748628	-0.5740805	0.16910475	-0.23900099	0.40811256	-0.2957485	0.40653038	-0.70257807	0.2385777	-0.2698737	0.00842345	0.13617508	-0.12077212	-0.61034435	0.35890824	0.5385318	-0.20540963	0.09805216	0.17941423	0.16686253	0.35952356	0.46190917	0.693147180559945
2	-0.6970738	-0.75472164	-0.1078687	0.02013707	-0.10455228	-0.18163435	0.30069596	0.537817	0.9345566	0.44106516	0.40391204	0.00014610017	0.056779083	0.3042888	0.024246851	0.20166759	0.5628168	0.53159547	0.29268444	0.40065247	-0.1904652	-0.48356488	0.18366076	-0.44448185	-0.3567212	0.29774797	-0.5773151	-0.14492464	-0.013063127	0.33270866	0.693147180559945
3	0.26623452	0.42856315	0.092764154	-0.08541117	0.6324638	0.35934278	0.18072775	0.27473575	0.01285916	0.35307398	-0.44002888	0.15637836	-0.17140467	0.21615884	0.19749394	0.62702954	-0.27075702	-0.23289114	-0.73813057	-0.20507786	0.013858562	-0.544819	-0.6232988	-0.43828014	0.10245983	0.054505225	0.35511744	0.05921736	0.1070186	0.47059014	0.693147180559945
4	-0.24471974	-0.46201894	0.31053144	-0.009876436	-0.13138776	0.062347826	0.3328342	0.40889737	-0.42974135	-0.15909132	0.61963516	-0.20201096	-0.2902152	0.5900592	-0.444988	0.6007182	0.3820669	-0.29242453	-0.59592384	0.6875611	0.112581864	0.20880777	0.27293706	0.39228284	0.1977849	-0.5218577	0.16216704	0.13298091	0.21337226	-0.4911176	0.693147180559945
4	0.3782061	-0.6111685	-0.57167155	0.020095088	0.60042334	0.18068594	0.35812193	0.5165726	0.009090761	0.44759727	0.582352	0.16645753	0.4021354	-0.3757906	-0.4561372	0.35545886	-0.0029800432	-0.4343248	1.107408	0.6581941	-0.08763432	0.19385692	0.20867479	0.50595844	0.21079867	0.22936548	-0.28532946	0.23983973	0.19457012	0.4787087	0.693147180559945
5	-0.62350124	0.021783855	-0.30135658	0.08665359	-0.5047934	0.660943	-0.05994468	0.47113568	-0.48483348	0.7011362	-0.70975477	0.56054497	-0.3977732	0.45666045	-0.41761926	0.25494206	-0.22568624	-0.12805593	0.4970276	1.2534008	-0.21997504	0.058312416	0.49287954	-0.39252886	-0.036351748	0.30234438	0.10560297	0.5721459	-0.33201358	0.081855364	0.693147180559945
6	-0.6887876	0.8664741	-0.036394924	0.2714403	0.5418043	0.3361437	0.34457207	-0.085878015	0.4583094	-0.69983643	0.13118353	0.25213453	-0.04079101	0.00013993928	-0.31506732	0.18696213	-0.35559595	-0.54432446	-0.08586576	1.1212474	-0.120996065	0.7056585	0.06830664	0.531066	0.33506653	0.03715067	-0.0056416267	0.29870743	0.036197204	0.24713452	0.693147180559945
7	-0.6928792	0.9730521	0.1858722	0.045760628	0.19263491	0.24805963	-0.39530876	0.07213287	-0.70471567	0.52352214	-0.54690593	0.24558423	-0.5242789	0.34452358	0.48447862	0.2933897	0.29153708	0.26169997	-0.6826963	-0.4966627	0.04811457	-0.32189456	0.19438843	-0.32665867	0.24749331	0.24681006	0.2389748	0.1358963	-0.3902112	0.13285871	1.09861228866811
