1	-0.81750983	0.1399638	-0.54364026	0.3775744	0.22990939	0.5338203	0.0438956	0.4797954	0.33173022	-0.18371782	-0.7150731	0.039395545	0.6206594	-0.3864778	0.20047992	0.16903262	0.7313783	0.70544434	-0.3374649	0.099414445	-0.40810707	-0.3177704	-0.35852304	-0.6526571	-0.30635533	-0.09334259	-0.59589213	-0.087123565	0.29528257	-0.17771927	0.693147180559945
2	0.7506666	0.17633381	-0.52315235	0.09760166	-0.08234782	0.42136353	0.0546555	0.32099116	-0.26753774	-0.34850597	0.20495813	0.013017233	0.032802038	-0.2377285	-0.58638495	0.23615499	0.45435357	0.4181417	-0.8306607	1.2648679	0.016004417	0.079576366	-0.5661617	0.18964016	-0.14282463	0.22115947	-0.6053686	0.25714573	0.39937848	0.2944537	1.38629436111989
2	0.93842053	0.6234549	-0.7810615	0.5358808	-0.26362202	-0.30070877	0.18675704	0.7046066	-0.17555398	0.24825315	0.24318077	0.45267648	0.4115888	-0.35221368	-0.28418785	0.27694845	0.15579198	0.6997486	0.9083076	0.0016452875	0.038842957	0.9315136	0.37914887	0.3125262	-0.1204261	-0.06577986	0.33043537	0.40452102	-0.52120966	0.23822384	1.09861228866811
2	-0.8048945	0.34644002	-0.12643251	0.14966172	-0.06293112	-0.6614293	0.06657453	0.12409604	0.43207997	-0.44953468	-0.6858834	-0.12088865	0.37720907	0.24817966	-0.59720266	0.29112542	0.689701	0.0014520148	-0.09560135	-0.26724842	0.097853616	-0.12733999	0.38341486	-0.009567932	-0.008961403	-0.4839368	0.12907459	-0.4284043	-0.16916886	0.13511176	1.09861228866811
2	0.50487936	0.15482716	-0.73780537	0.23569453	-0.1704736	0.16883655	-0.45036334	0.34893915	-0.047946338	-0.24073528	0.34456387	-0.2205145	0.40206563	-0.39726907	0.34198615	-0.44663134	0.21620183	0.38982996	-0.43685728	-0.75467724	0.28402555	-0.15425962	0.15176193	0.31950688	0.11787835	-0.36173835	0.3243005	0.22965162	-0.59781086	0.25419796	0.693147180559945
2	0.117756605	0.18931375	0.36202568	0.45137978	0.2042353	0.79705715	-0.034107655	-0.06762638	0.5451175	0.3479858	-0.11791563	0.3395342	-0.087719925	-0.05824068	-0.25889826	0.2513543	0.21129507	0.3406708	0.6134849	0.19174525	-0.11547285	0.5981259	0.45338848	0.4004765	-0.43743384	0.0825579	0.315801	0.51711065	0.42702588	0.20116773	0.693147180559945
3	-0.66247445	-0.8446478	-0.5647952	-0.4854284	-0.10436449	0.023176054	0.28357172	0.2857504	0.5855843	0.674561	-0.7262854	0.087662496	0.361336	0.18632871	-0.58612734	0.27248305	0.054760396	-0.3615948	0.03251185	0.38620314	-0.0429038	-0.34526816	0.37793192	0.08353441	0.21557818	-0.43620235	0.08627474	0.07864437	0.016287543	0.14490275	2.63905732961526
3	-0.6969139	0.24822462	-0.5065971	-0.27551052	0.7413772	0.05639163	0.1675303	0.62406117	0.016252773	0.48871595	-0.22739466	0.390333	-0.6125253	0.19484046	0.021294177	0.14180852	-0.3320599	0.19553956	0.5230896	-0.9484657	0.19181934	0.09870266	0.28399748	-0.674841	0.10506491	0.18132532	0.28822014	0.306464	0.1231716	0.3662171	1.38629436111989
3	0.5666156	-0.47433573	-0.5548882	0.21645716	-0.079234906	-0.8187385	0.42533004	0.4547792	0.07905915	-0.381946	0.29032433	-0.20742717	0.33707651	-0.3831006	0.30502632	-0.3297241	-0.016541347	0.112833306	-0.3961389	-0.63876927	-0.1408487	0.11758423	0.33149347	0.46478203	0.12802377	-0.3475679	0.26712537	0.35165432	-0.591742	0.27691248	1.09861228866811
3	0.6212165	-0.22833379	0.53477293	0.25225568	-0.35261273	-0.8535114	0.4198813	0.13545583	0.19204673	-0.5791094	0.42696097	-0.15323068	-0.33056107	0.07687444	0.043849926	0.29180035	-0.5395903	0.30736694	-0.29000124	-0.25643766	-0.2996973	-0.18229118	0.29044515	0.5205341	0.014717622	-0.31271383	0.082859814	-0.38593343	0.13262999	0.12521987	1.09861228866811
3	0.102156796	0.082365505	0.56151646	-0.17787571	-0.13960494	0.10326347	-0.64380485	-0.31300828	1.0700425	0.28958827	-0.98946404	-0.5951777	0.32822487	-0.5127162	0.14192028	-0.18033652	-0.13359706	0.5378348	-0.622683	-0.73509663	0.35132843	0.79398507	-0.31689298	0.58769286	-0.29728314	-0.14360794	-0.13816541	-0.34072286	-0.67653567	-0.57207984	0.693147180559945
3	0.78123754	-0.5261585	-0.47551045	0.37847015	-0.046731394	-0.008268525	0.35210994	0.6135395	1.6302084	0.08377476	-0.5099688	-0.17628908	-0.19151948	-0.08309383	-0.52997327	-0.5420337	0.5108319	0.41389838	-0.8450239	0.40093368	-0.30221358	0.012988026	0.44495693	0.1664265	0.29945728	0.040987194	-0.7531456	-0.3942321	0.4945739	-0.74020904	0.693147180559945
